#grid_code,cokey,mukey,musym,comppct_r,taxorder,tfact,albedodry_r,slope_r,layernum
4576,70155:97663,70155,Pk,100,Histosols,5,0.150000006,1,3
4571,70156:97664,70156,PnE,100,Inceptisols,1,0.090000004,25,3
4585,70157:97665,70157,PoE,55,Inceptisols,1,0.090000004,33,3
4628,70158:97668,70158,PpE,55,Inceptisols,1,0.090000004,33,3
4648,70159:97670,70159,PrE,55,Inceptisols,1,0.090000004,33,3
4603,70160:97672,70160,PtE,70,Inceptisols,1,0.090000004,33,3
4652,70169:97684,70169,Rt,100,Mollisols,5,0.159999996,2,3
4669,70172:97687,70172,ScB,100,Inceptisols,5,0.230000004,4,3
4680,70173:97688,70173,ScC,100,Inceptisols,5,0.230000004,12,3
4673,70174:97689,70174,ScE,100,Inceptisols,5,0.230000004,35,3
6992,701771:1075614,701771,246,85,Mollisols,4,0.230000004,2,3
4588,70178:97694,70178,Sh,55,Entisols,5,0.370000005,2,3
6907,701785:1075648,701785,33,45,Mollisols,1,0.230000004,8,3
6990,701788:1075657,701788,31,50,Mollisols,1,0.230000004,8,3
6793,701789:1075660,701789,32,45,Mollisols,1,0.230000004,8,3
4638,70179:97697,70179,SlC,100,Inceptisols,3,0.159999996,8,3
6897,701791:1075665,701791,253,75,Inceptisols,5,0.300000012,48,3
4715,70181:97699,70181,StC,100,Mollisols,5,0.159999996,12,3
4709,70182:97700,70182,StD,100,Mollisols,5,0.159999996,20,3
4716,70183:97701,70183,SvE,100,Mollisols,5,0.159999996,23,3
4623,70200:97724,70200,TvE,100,Inceptisols,5,0.090000004,25,3
4610,70201:97725,70201,VaE,100,Inceptisols,1,0.230000004,25,3
4656,70202:97726,70202,VaF,100,Inceptisols,1,0.230000004,50,3
4664,70203:97727,70203,VbF,50,Inceptisols,1,0.230000004,50,3
4546,70204:97729,70204,VrE,55,Inceptisols,1,0.230000004,33,3
4616,70205:97731,70205,VtF,55,Inceptisols,1,0.230000004,50,3
3993,70211:97739,70211,1,90,Mollisols,5,0.159999996,4,3
3771,70213:97886,70213,100,60,Mollisols,3,0.230000004,18,3
3665,70214:97888,70214,101,60,Mollisols,3,0.230000004,48,3
3968,70215:97890,70215,102,40,Mollisols,3,0.230000004,14,3
3696,70218:97898,70218,105,90,Entisols,3,0.230000004,4,3
3743,70219:97901,70219,106,90,Mollisols,5,0.159999996,2,3
3805,70220:97904,70220,107,85,Mollisols,5,0.159999996,7,3
3948,70221:97907,70221,108,85,Entisols,5,0.230000004,8,3
3923,70222:97908,70222,109,85,Entisols,5,0.230000004,53,3
4030,70224:97909,70224,110,50,Entisols,5,0.230000004,18,3
4036,70226:97913,70226,112,85,Inceptisols,5,0.230000004,19,3
3703,70227:97914,70227,113,85,Inceptisols,5,0.230000004,48,3
4141,70228:97915,70228,114,60,Inceptisols,5,0.230000004,48,3
3787,70229:97917,70229,115,55,Inceptisols,5,0.230000004,19,3
3969,70230:97919,70230,116,50,Inceptisols,5,0.230000004,48,3
3761,70235:97924,70235,120,85,Mollisols,3,0.159999996,4,3
3952,70237:97926,70237,122,60,Mollisols,3,0.159999996,12,3
3784,70238:97928,70238,123,50,Mollisols,3,0.159999996,17,3
3672,70243:97934,70243,128,85,Mollisols,3,0.159999996,10,3
3720,70244:97935,70244,129,90,Mollisols,3,0.159999996,23,3
3946,70246:97936,70246,130,90,Mollisols,3,0.159999996,48,3
3926,70247:97937,70247,131,90,Mollisols,3,0.159999996,13,3
4018,70248:97938,70248,132,90,Mollisols,3,0.159999996,30,3
4043,70249:97939,70249,133,55,Mollisols,3,0.159999996,10,3
4019,70250:97941,70250,134,50,Mollisols,3,0.159999996,18,3
3882,70252:97945,70252,136,60,Mollisols,3,0.159999996,13,3
3813,70253:97947,70253,137,60,Mollisols,3,0.159999996,30,3
3770,70260:97957,70260,143,85,Inceptisols,3,0.230000004,13,3
3773,70261:97958,70261,144,85,Inceptisols,3,0.230000004,30,3
3707,70262:97959,70262,145,85,Inceptisols,3,0.230000004,53,3
3875,70263:97960,70263,146,85,Mollisols,5,0.230000004,3,3
4122,70264:97961,70264,147,80,Mollisols,5,0.230000004,8,3
4142,70266:97963,70266,149,85,Aridisols,5,0.370000005,23,3
4044,70268:97964,70268,150,85,Aridisols,5,0.370000005,14,3
4133,70269:97965,70269,151,85,Aridisols,5,0.370000005,35,3
4046,70270:97966,70270,152,60,Aridisols,5,0.370000005,8,3
3894,70272:97970,70272,154,85,Inceptisols,5,0.230000004,1,3
